;CO_GT;PT08_CO;NMHC_GT;PT08_NMHC;NOx_GT;PT08_NOx;NO2_GT;PT08_NO2;O3;Temp;RH;AH;C6H6
27;-0,604569295;-1,00338723;-0,814493506;-0,813759127;-0,604303082;1,358962244;-0,484034522;-0,88737845;-0,561117511;-1,533504367;0,938796886;-0,791685423;4,7
28;-0,959188125;-1,218318001;-0,982345915;-1,264093303;-1,178338519;2,261186906;-1,499511979;-1,155464815;-1,23303482;-1,533504367;0,76838931;-0,930536647;2,6
29;-0,462721762;-0,528059564;-0,843268205;-0,603603178;-0,262324524;1,092054114;-0,103230475;-0,748370705;-0,57360668;-1,512758255;0,617644147;-1,053151236;5,9
30;-0,32087423;-0,67685779;-0,852859771;-0,513536343;-0,127975805;1,065739228;0,309307241;-0,738441581;-0,533641339;-1,637234927;0,696293797;-1,125936153;6,4
31;-0,675493061;-0,908321697;-0,915204951;-0,930095456;-0,750865321;1,625870373;-0,293632499;-0,983359988;-0,883338079;-1,761711598;0,833930686;-1,14385244;4,1
32;-1,24288319;-1,491114749;-1,073465793;-1,744449758;-1,385968358;3,501745816;-1,785115014;-1,476506512;-1,62769257;-1,927680493;1,043663087;-1,16792745;1
33;-1,101035658;-1,160452025;-1,025507962;-1,481754822;-1,06841684;2,712299237;-0,928305909;-1,251446354;-1,395394021;-1,823949934;0,906026198;-1,167367566;1,8
34;-0,675493061;-0,482593439;-0,948775433;-0,885062038;-0,421100283;1,592036948;0,118905218;-0,79470662;-0,743459383;-1,906934381;1,050217224;-1,121457081;4,4
35;1,452219923;1,567515452;-0,138288089;1,013847072;1,997176663;-0,25000507;1,293051028;0,989226106;0,885128294;-1,720219374;0,919134473;-1,018998314;17,9
36;0,530210964;0,587927131;-0,109513391;0,571018465;0,531554271;-0,193616029;0,690111288;0,367000962;0,477981375;-0,496198773;-0,483450958;-1,119217545;14
37;0,246515899;0,228331418;-0,310936281;0,267042896;0,885746349;0,020662328;1,356518369;-0,010305774;0,303133005;-0,267991542;-0,699737497;-1,162328611;11,6
38;-0,179026698;-0,007265773;-0,560317002;0,075650871;-0,005840606;0,26877411;0,404508253;-0,212197975;-0,216416438;-0,122768759;-0,82426611;-1,189203041;10,2
39;0,104668367;0,182865294;-0,435626641;0,188234415;0,201789233;0,167273836;0,499709265;-0,026854315;-0,156468426;0,105438472;-0,955348861;-1,151690815;11
40;0,246515899;0,327530236;-0,296548932;0,420907073;0,238429793;-0,05452306;0,721844958;0,194896135;0,038362615;0,146930696;-0,87669921;-0,984845392;12,8
41;0,388363431;0,600326983;-0,219816402;0,586029605;0,568194831;-0,156023335;0,81704597;0,459672792;0,233193657;0,043200136;-0,791495422;-0,956851194;14,2
42;0,317439665;0,418462485;-0,315732064;0,402143149;0,421632592;-0,035726713;0,626643947;0,18496701;0,165752142;0,063946248;-0,778387147;-0,930536647;12,7
43;0,033744601;0,273797543;-0,469197123;0,282054036;0,079654034;0,159755297;0,594910276;0,029410724;-0,128992253;0,271407367;-0,968457136;-0,991004116;11,7
44;1,097601093;1,24925258;0,010381187;1,167711249;0,76361115;-0,569542971;1,546920392;1,022323188;0,910106633;-0,102022647;-0,621087846;-0,869509294;19,3
45;0,95575356;1,311251841;0,053543235;1,05137492;0,71475707;-0,535709547;1,41998571;0,81381157;1,00502432;-0,24724543;-0,37203062;-0,691466192;18,2
46;3,012542779;2,625636171;1,233305877;2,417388589;2,40022282;-1,276285623;2,213327473;2,610983129;2,101573385;-0,558437109;0,093313145;-0,470871908;32,6
47;1,452219923;1,612981577;0,489959496;1,250272515;1,594130505;-0,795099137;1,546920392;1,124924142;1,452136581;-0,724406004;0,276828995;-0,438398638;20,1
48;0,813906028;1,141787195;-0,075942909;0,604793529;1,337646586;-0,468042697;1,229583687;0,403407752;1,112431176;-0,952613235;0,656968972;-0,324182308;14,3
49;2,161457585;1,939511017;0,653016122;1,426653401;1,911682023;-0,836451101;1,070915334;1,525398836;1,527071597;-1,222312689;1,017446536;-0,306825905;21,8
50;0,246515899;0,298597247;-0,521950737;-0,006910394;0,604835391;-0,001893288;0,404508253;-0,189030018;0,5978774;-1,263804913;0,984675849;-0,404245716;9,6
51;-0,32087423;-0,048598614;-0,785718808;-0,348413811;-0,054694685;0,40410781;-0,103230475;-0,457116383;0,245682826;-1,34678936;0,971567574;-0,501665526;7,4
52;-0,533645529;-0,098198022;-0,900817602;-0,689917229;-0,738651802;0,798831099;-0,579235533;-0,781467788;-0,006598394;-1,409027696;0,971567574;-0,595166149;5,4
53;-0,959188125;-0,949654538;-0,963162782;-1,279104443;-0,99513572;1,716092839;-1,118707932;-1,082651235;-0,566113179;-1,512758255;0,951905161;-0,748574357;2,6
54;-0,817340593;-0,445393883;-0,977550131;-1,200295962;-1,105057399;1,663463067;-1,277376285;-1,102509484;-0,526147837;-1,740965486;1,207516525;-0,801763334;2,9
55;-0,604569295;-0,395794474;-0,88163447;-0,734950646;-0,054694685;0,994313109;-0,737903886;-0,635840626;-0,263875282;-1,927680493;1,495898576;-0,776568555;5,1
56;0,246515899;0,530061154;-0,473992906;0,289559605;1,374287146;-0,107152832;-0,134964146;0,254470883;0,365578851;-1,886188269;1,476236164;-0,769290064;11,8
57;0,95575356;0,827657606;0,039155885;0,702365934;1,850614423;-0,501876122;0,594910276;0,582131996;0,912604467;-1,243058801;0,696293797;-0,669070833;15,1
58;0,60113473;0,988855685;-0,339710979;0,432165428;1,301006027;-0,355264614;0,81704597;0,218064092;1,047487495;-0,662167668;0,139192107;-0,550935316;12,9
59;1,239448625;1,38151767;0,250170342;0,818702262;1,862827943;-0,584580049;1,832523427;0,59206112;1,342231891;0,001707912;-0,450680271;-0,485988775;16,1
60;0,884829794;1,005388821;-0,099921825;0,567265681;1,166657307;-0,332708998;1,927724439;0,257780591;0,852656454;0,582599045;-1,001227823;-0,688106888;14
61;0,317439665;0,496994882;-0,368485678;0,349604162;0,116294594;0,088329178;0,753578629;-0,003686358;0,13827597;0,790060164;-1,165081262;-0,766490644;12,3
62;-0,249950464;-0,003132489;-0,569908568;-0,157021786;-0,311178604;0,46801539;0,055437877;-0,374373678;-0,488680329;0,499614598;-0,935686448;-0,667391181;8,6
63;-0,249950464;0,133265885;-0,589091701;-0,070707736;-0,298965084;0,321403882;0,499709265;-0,228746516;-0,246390445;0,582599045;-1,014336098;-0,714981319;9,2
64;0,104668367;0,406062633;-0,574704351;0,079403656;-0,066908205;0,152236758;0,753578629;-0,155932936;0,080825791;0,41663015;-0,916024035;-0,731777838;10,2
65;-0,037179166;0,488728314;-0,641845315;0,128189859;0,055226994;0,046977214;0,785312299;0,002933059;0,095812794;0,229915143;-0,739062322;-0,672990021;10,6
66;0,60113473;1,09632107;-0,191041703;0,739893782;1,020095068;-0,498116852;1,515186722;0,588751412;0,872639125;0,105438472;-0,529329921;-0,485988775;15,5
67;1,310372391;1,658447702;0,130275764;1,201486312;1,630771065;-0,77254352;2,054659121;1,062039686;1,414669073;0,043200136;-0,437571996;-0,419922467;19,6
68;1,310372391;1,66671427;0,254966125;1,156452895;1,655198105;-0,787580598;1,927724439;1,038871729;1,626984951;0,022454024;-0,326151657;-0,298427645;19,2
69;1,310372391;1,70804711;0,183029378;1,055127705;1,704052184;-0,757506443;1,864257098;0,856837777;2,099075551;-0,060530423;-0,149189944;-0,127663035;18,3
70;0,530210964;0,976455832;-0,243795318;0,462187706;0,861319309;-0,44924635;1,356518369;0,486150457;1,444643079;-0,205753207;-0,031215469;-0,145019438;13,1
71;0,175592133;0,868990447;-0,550725436;0,165717707;0,348351472;-0,268801417;0,943980652;0,006242767;1,224833699;-0,185007095;0,014663494;-0,07055487;10,9
72;0,388363431;1,348451397;-0,661028447;0,176976061;0,568194831;-0,280079226;0,912246982;0,032720433;1,222335866;-0,35097599;0,296491408;0,100209741;11
73;0,317439665;1,141787195;-0,478788689;0,297065175;0,372778512;-0,313912651;0,594910276;0,075746639;1,209846696;-0,205753207;0,15885452;0,121485332;11,9
74;0,104668367;0,65819296;-0,66582423;-0,153269002;-0,189043405;-0,039485982;0,118905218;-0,192339726;0,727764761;-0,641421556;0,643860697;0,122045216;8,6
75;-0,817340593;-0,602458677;-0,953571216;-1,031420646;-1,105057399;1,159720964;-0,96003958;-0,741751289;-0,291351454;-0,848882675;0,919134473;0,11980568;3,7
76;-0,959188125;-0,5445927;-0,967958565;-1,305373936;-1,214979079;1,622111103;-1,182175274;-0,88737845;-0,433727984;-0,828136563;0,860147236;0,086212642;2,5
77;-1,030111892;-0,742990335;-0,977550131;-1,316632291;-0,848573481;1,58075914;-1,055240591;-0,864210493;-0,481186828;-1,077089906;1,214070662;0,118126028;2,4
78;-0,675493061;-0,21806326;-0,934388084;-0,915084317;-0,518808443;0,983035301;-0,515768192;-0,619292085;-0,216416438;-0,828136563;0,892917923;0,118126028;4,2
79;-0,533645529;0,112599465;-0,833676639;-0,517289128;-0,311178604;0,343959499;-0,547501863;-0,245295057;0,118293299;-0,662167668;0,71595621;0,172434773;6,4
80;-0,108102932;0,513528018;-0,488380256;-0,160774571;0,006372914;-0,043245252;-0,071496805;0,042649557;0,448007369;-0,226499318;0,26372072;0,228983054;8,6
81;0,317439665;0,980589116;-0,397260377;0,161964922;0,397205552;-0,321431189;0,436241924;0,31404563;0,772725771;0,271407367;-0,195068907;0,263135976;10,9
82;0,317439665;0,860723879;-0,411647726;0,135695428;0,214002753;-0,212412376;0,594910276;0,251161174;0,540427221;0,769314052;-0,706291634;0,086772526;10,7
83;-0,249950464;0,302730531;-0,661028447;-0,322144318;-0,372246204;0,452978312;0,118905218;-0,251914474;-0,163961927;1,163490178;-1,158527124;-0,283870662;7,5
84;-0,391797996;-0,003132489;-0,704190495;-0,325897103;-0,494381403;0,528163701;0,055437877;-0,367754261;-0,433727984;1,204982402;-1,237176774;-0,39360792;7,5
85;-0,32087423;0,207664998;-0,632253748;-0,224571913;-0,384459724;0,441700504;0,21410623;-0,298250389;-0,363788636;1,308712961;-1,315826425;-0,444557361;8,2
86;0,459287197;1,034321809;-0,38766881;0,297065175;0,323924432;0,039458675;0,912246982;0,14856022;0,133280302;1,370951297;-1,35515125;-0,449596317;11,9
87;0,388363431;0,951656128;-0,358894112;0,319581884;0,446059632;-0,077078677;0,880513311;0,221373801;0,400548525;1,18423629;-1,197851949;-0,348817203;12
88;0,104668367;1,11698749;-0,521950737;0,334593023;0,201789233;-0,129708449;0,658377617;0,231302925;0,540427221;0,8522985;-0,811157835;-0,006728097;12,2
89;1,594067456;2,480971229;0,149458896;1,299058717;1,435354746;-0,791339867;1,800789757;1,297028969;1,629482785;0,582599045;-0,483450958;0,23122259;20,6
90;2,516076416;2,852966794;0,528325761;1,558000869;2,217020021;-1,062007266;2,308528485;1,661096873;2,146534394;0,41663015;-0,195068907;0,498847127;23,1
91;0,742982262;1,455916783;-0,080738692;0,653579731;0,897959869;-0,674802515;1,451719381;0,717830032;1,504591092;0,229915143;0,034325907;0,560434364;14,7
92;-0,179026698;0,480461746;-0,627457965;-0,09697723;0,030799954;-0,148504796;0,658377617;-0,046712565;0,942578473;0,146930696;0,126083832;0,572191927;9
93;-0,108102932;0,583793847;-0,72816941;-0,123246723;0,104081074;-0,114671371;0,594910276;0,052578682;0,757738767;-0,185007095;0,447236571;0,55707506;8,8
94;-0,391797996;0,129132601;-0,790514591;-0,352166596;-0,482167883;0,080810639;-0,039763134;-0,179100893;0,510453215;-0,164260983;0,368586921;0,473092465;7,4
95;-0,391797996;0,129132601;-0,756944109;-0,423469507;-0,457740843;0,174792375;-0,230165158;-0,192339726;0,320617842;-0,330229878;0,519332084;0,433900587;6,9
96;-0,391797996;0,06713334;-0,790514591;-0,415963938;-0,433313803;0,129681142;-0,38883351;-0,116216437;0,258171995;-0,454706549;0,801159998;0,583389607;7
97;-0,959188125;-0,548725984;-0,920000734;-0,986387228;-0,677584202;0,723645711;-0,833104898;-0,453806675;-0,089026911;-0,765898228;1,200962387;0,591227982;3,9
98;-0,675493061;-0,209796692;-0,862451337;-0,509783558;-0,066908205;0,249977763;-0,642702875;-0,056641689;0,09331496;-0,869628787;1,404140651;0,647216379;6,4
99;-0,108102932;0,439128905;-0,593887484;0,000595175;1,032308588;-0,25000507;-0,35709984;0,360381545;0,472985707;-0,890374899;1,384478238;0,605784966;9,7
100;2,232381351;2,435505104;0,504346846;1,820695805;2,644493219;-1,171026079;0,436241924;2,389232679;1,584521775;-0,662167668;0,971567574;0,476451769;25,9
101;4,076399271;3,113363689;1,856757679;2,758892006;4,08568857;-1,603342063;1,546920392;3,521152887;2,843430041;-0,164260983;0,342370371;0,423822675;36,7
102;2,445152649;2,328039719;0,993516722;1,891998716;3,059752896;-1,283804162;1,800789757;2,187340478;2,316387097;0,375137926;-0,227839595;0,377352306;26,6
103;1,310372391;1,472449919;0,49475528;1,2540253;2,143738902;-0,952988453;1,737322415;1,416178465;1,879266171;0,873044612;-0,693183359;0,269854584;20,1
104;0,530210964;0,918589856;-0,047168211;0,578524035;0,70254355;-0,498116852;1,070915334;0,601990245;1,189864025;1,329459073;-0,981565411;0,327522633;14,1
105;0,388363431;0,864857163;-0,114309174;0,67609644;0,336137952;-0,501876122;0,594910276;0,760856239;0,89511963;1,599158528;-1,106094024;0,435020355;14,9
106;0,388363431;0,794591334;-0,191041703;0,736140997;0,189575713;-0,471801966;0,341040912;0,754236823;0,542925055;1,723635199;-1,250285049;0,245219689;15,4
107;0,104668367;0,451528757;-0,219816402;0,327087453;0,116294594;-0,140986257;0,118905218;0,350452421;0,228197989;1,827365759;-1,322380562;0,233462126;12,1
108;-0,037179166;0,455662041;-0,430830858;0,252031757;-0,005840606;-0,050763791;-0,039763134;0,244541758;0,055847452;1,827365759;-1,289609875;0,29616913;11,5
109;0,317439665;0,980589116;-0,080738692;0,657332516;0,152935153;-0,400375847;0,309307241;0,737688282;0,515448883;1,702889087;-1,165081262;0,457975598;14,8
110;2,657923948;2,931499191;1,151777564;2,383613526;2,082671302;-1,249970737;1,959458109;2,799636497;1,991668695;1,433189633;-0,896361623;0,687528025;32,1
111;4,005475505;3,43989313;2,178075147;2,9577896;3,181888096;-1,584545716;2,752799872;3,567488802;2,688564342;0,997521283;-0,431017858;0,989305485;39,2
112;2,941619012;2,840566942;1,473095031;2,278535551;2,155952422;-1,498082519;2,054659121;2,786397664;2,36384594;0,561852933;0,230950033;1,470245815;31
113;1,310372391;1,600581725;0,422818533;1,231508591;1,374287146;-1,073285074;1,41998571;1,512160003;1,65196329;0,229915143;0,545548634;1,381224264;19,9
114;0,60113473;0,955789412;-0,032780861;0,724882642;0,604835391;-0,749987904;0,785312299;0,843598944;1,119924677;0,022454024;0,729064485;1,30731958;15,3
115;-0,675493061;-0,271795953;-0,785718808;-0,427222292;-0,665370682;0,167273836;0,023704207;-0,179100893;0,295639503;-0,060530423;0,807714135;1,265888166;6,9
116;-0,179026698;0,397796065;-0,363689895;0,19949277;-0,201256925;-0,419172194;0,087171548;0,429885418;0,56540556;-0,309483766;1,089542049;1,217738144;11,1
117;-0,817340593;-0,552859268;-0,872042903;-0,682411659;-0,787505881;0,505608084;-0,38883351;-0,390922219;-0,014091896;-0,164260983;0,755281035;1,024018291;5,4
118;-1,101035658;-0,990987378;-0,967958565;-1,222812671;-1,227192599;1,340165896;-1,245642615;-0,711963915;-0,446217154;-0,164260983;0,66352311;0,873409503;2,8
119;-1,24288319;-1,119119184;-1,025507962;-1,429215835;-1,288260198;1,686018684;-1,531245649;-0,837732827;-0,631056859;-0,579183221;0,925688611;0,539718657;2
120;-1,030111892;-0,78845646;-0,977550131;-1,068948494;-0,750865321;1,061979959;-1,150441603;-0,606053252;-0,438723652;-0,911121011;1,2730579;0,426622095;3,5
121;-0,746416827;-0,151930715;-0,86724712;-0,734950646;-0,543235483;0,746201327;-0,96003958;-0,44387755;-0,28885362;-0,952613235;1,14197515;0,216105723;5,1
122;0,742982262;1,377384386;-0,06155556;0,822455047;1,459781786;-0,727432287;-0,103230475;0,952819315;0,902613131;-0,807390451;0,958459299;0,223944098;16,2
123;0,95575356;1,369117818;0,259761908;1,205239097;1,044522108;-0,998099686;-0,166697817;1,502230878;1,152396517;-0,413214325;0,473453121;0,237381314;19,7
124;2,090533819;2,179241493;0,988720939;1,745640109;3,084179936;-1,261248546;1,578654063;2,018545359;1,991668695;0,458122374;-0,404801308;0,197629552;25,1
125;1,239448625;1,501382907;0,461184798;1,242766945;2,082671302;-0,877803064;1,959458109;1,230834805;1,706915635;1,204982402;-1,033998511;0,054859139;20
126;0,672058496;1,009522105;0,250170342;1,06638606;0,897959869;-0,704876671;1,705588745;0,883315443;1,342231891;1,827365759;-1,420692625;-0,049279279;18,3
127;1,168524859;1,53444918;0,648220339;1,475439603;1,325433066;-0,900358681;1,927724439;1,31357751;1,562041271;2,014080766;-1,505896413;-0,030803108;22,3
128;1,026677327;1,067388082;0,41802275;1,287800363;1,459781786;-0,716154479;1,927724439;0,979296981;1,112431176;2,117811325;-1,695966402;-0,408724787;20,4
129;0,317439665;0,298597247;-0,013597729;0,638568592;0,446059632;-0,265042148;0,880513311;0,244541758;0,485474877;2,366764668;-1,892590528;-0,685867352;14,6
130;0,388363431;0,823524322;-0,143083872;0,867488465;0,494913711;-0,219930915;0,912246982;0,522557248;0,667816748;2,61571801;-1,997456728;-0,73065807;16,6
131;0,388363431;0,749125209;-0,152675439;0,77742163;0,568194831;-0,246245801;1,039181664;0,456363084;0,792708441;2,574225787;-1,96468604;-0,683627817;15,8
132;0,742982262;0,988855685;0,029564319;1,010094287;0,494913711;-0,392857308;1,229583687;0,585441704;0,625353573;1,723635199;-1,532112963;-0,447916665;17,8
133;1,097601093;1,418717226;0,144663113;1,14519454;0,458273152;-0,614654205;1,166116346;0,9064834;0,965058978;1,18423629;-0,935686448;0,230102822;19,1
134;0,60113473;1,100454354;-0,004006163;0,77742163;0,275070353;-0,411653656;1,356518369;0,578822287;0,965058978;0,997521283;-0,811157835;0,215545839;15,8
135;1,948686286;2,447904956;0,566692026;1,726876185;2,119311862;-0,990581147;2,435463167;1,671025997;2,468754962;0,707075717;-0,509667508;0,385190682;24,9
136;0,175592133;0,707792369;-0,229407968;0,507221124;0,494913711;-0,546987355;1,197850016;0,360381545;1,389690734;0,478868486;-0,208177182;0,572751811;13,5
137;-0,462721762;-0,027932193;-0,685007363;-0,085718875;-0,164616365;-0,107152832;0,531442935;-0,136074686;0,790210608;0,229915143;-0,011553056;0,507805271;9,1
138;-0,462721762;-0,011399057;-0,699394712;-0,153269002;-0,140189325;-0,156023335;0,21410623;-0,179100893;0,670314582;-0,0190382;0,250612445;0,53300005;8,6
139;-0,817340593;-0,561125836;-0,88163447;-0,682411659;-0,592089562;0,385311463;-0,325366169;-0,526620255;0,17074781;-0,0190382;0,18507107;0,414304648;5,4
140;-1,030111892;-0,866988857;-0,94397965;-0,945106595;-0,897427561;0,772516213;-0,674436545;-0,72189304;-0,133987921;-0,309483766;0,427574159;0,330881937;4,1
141;-1,313806956;-1,4001825;-1,054282661;-1,545552164;-1,410395398;1,866463616;-1,912049696;-1,102509484;-0,945783926;-0,786644339;0,584873459;-0,164055493;1,6
142;-1,313806956;-1,309250251;-1,020712179;-1,462990898;-1,190552039;1,704815031;-1,499511979;-1,033005612;-0,780926891;-0,765898228;0,545548634;-0,190929923;1,9
143;-0,533645529;-0,143664147;-0,704190495;-0,329649887;0,201789233;0,280051919;-0,515768192;-0,149313519;0,015882111;-1,180820465;1,056771362;-0,203247371;7,5
144;1,239448625;1,567515452;0,13986733;1,381619983;2,155952422;-0,983062608;0,2458399;1,316887219;1,219838032;-0,931867123;0,729064485;-0,202127603;21,4
145;3,012542779;2,662835727;1,453911899;2,740128082;2,852123058;-1,543193752;0,848779641;3,09089082;2,211478074;-0,309483766;0,060542457;-0,167414796;36,4
146;1,381296157;1,298851989;0,657811905;1,370361629;1,667411625;-0,979303339;1,070915334;1,40624934;1,719404804;0,437376262;-0,588317159;-0,151738045;21,3
147;0,388363431;0,951656128;-0,147879656;0,732388212;0,946813949;-0,543228085;1,102649005;0,598680537;1,372205897;1,142744066;-1,027444373;-0,030243224;15,4
148;0,104668367;0,765658346;-0,411647726;0,37962644;0,812465229;-0,219930915;1,324784699;0,175037886;1,109933342;1,806619647;-1,361705387;0,085092874;12,5
149;0,317439665;1,009522105;-0,205429053;0,698613149;0,73918411;-0,38533877;1,673855074;0,482840749;1,154894351;2,076319101;-1,538667101;-0,036401948;15,1
150;0,175592133;0,749125209;-0,378077244;0,533490617;0,214002753;-0,287597765;0,721844958;0,367000962;0,720271259;2,138557437;-1,519004688;0,103009161;13,7
151;-0,249950464;-0,003132489;-0,613070616;0,10567315;-0,103548765;0,186070183;0,118905218;-0,268463015;-0,001602726;2,325272444;-1,99090259;-1,01843843;10,4
152;0,388363431;0,649926392;-0,181450137;0,706118718;0,519340751;-0,088356485;0,912246982;0,257780591;0,438016033;2,843925241;-2,180972579;-1,125376269;15,2
153;0,104668367;0,162198873;-0,46440134;0,353356947;0,043013474;0,257496302;0,436241924;-0,251914474;0,058345286;2,677956346;-2,239959817;-1,461866534;12,3
154;1,87776252;1,443516931;0,744136001;1,922020995;1,899468503;-0,64096909;1,832523427;1,257312471;1,307262217;2,138557437;-2,167864304;-1,725571884;27
155;3,72178044;3,162963098;1,660130572;2,893992259;3,267382735;-1,302600509;2,974935566;2,690416126;3,148165772;1,557666304;-1,479679863;-0,512863206;38,4
156;3,083466545;3,171229666;1,401158285;2,631297323;2,48571746;-1,377785898;2,59413152;2,697035543;3,280550967;1,018267395;-0,712845772;0,455736062;35,1
157;2,374228883;2,427238536;1,156573347;1,948290488;2,351368741;-1,16726681;2,530664179;1,896086156;2,508720304;0,727821828;-0,42446372;0,545877381;27,2
158;0,317439665;0,976455832;-0,119104957;0,691107579;0,71475707;-0,727432287;1,134382675;0,416646585;1,701919967;0,333645703;-0,326151657;0,133802779;15
159;0,175592133;1,158320331;-0,071147126;0,76991606;0,421632592;-0,874043795;0,848779641;0,585441704;1,646967622;0,08469236;0,119529695;0,496607592;15,7
160;-0,037179166;0,674726096;-0,344506763;0,439670997;0,128508113;-0,629691282;0,499709265;0,224683509;1,262301207;-0,164260983;0,316153821;0,394708709;13
161;-0,675493061;-0,193263555;-0,771331458;-0,232077483;-0,628730122;-0,062041599;0,21410623;-0,328037763;0,485474877;-0,267991542;0,414465884;0,367274395;8,1
162;-0,959188125;-0,594192109;-0,896021819;-0,671153305;-1,00734924;0,351478038;-0,38883351;-0,642460043;0,173245644;-0,164260983;0,198179345;0,205467927;5,5
163;-1,24288319;-1,143918888;-1,011120613;-1,286610012;-1,300473718;1,238665622;-1,372577297;-0,973430864;-0,543632674;-0,745152116;0,643860697;-0,048159511;2,5
164;-1,171959424;-1,1149859;-0,982345915;-1,185284823;-0,9218546;1,080776306;-0,928305909;-0,88737845;-0,381273473;-0,973359346;0,853593098;-0,115345587;3
165;-0,604569295;-0,172597135;-0,732965194;-0,303380394;-0,054694685;0,155996028;-0,484034522;-0,16586206;0,073332289;-1,035597682;0,932242749;-0,14110025;7,7
166;1,664991222;1,79897936;0,422818533;1,569259223;2,3880093;-1,114637038;0,753578629;1,631309499;1,409673405;-0,848882675;0,71595621;-0,113106051;23,3
